,model,run_type,accuracy,average precision,balanced accuracy,AUROC
0,Perceptron,train,0.8848559917924079,0.4562550753901956,0.6032960545823028,0.8829197101617745
1,Perceptron,test,0.8845460914823341,0.4516358078346637,0.6038352374925966,0.8749076503711285
2,Perceptron,train,0.8847433876335611,0.4598518854484289,0.6071411089069074,0.8829677442133402
3,Perceptron,test,0.8831448303473126,0.4377506530008231,0.6034034546969655,0.8801864589123279
4,Perceptron,train,0.8849811075244601,0.45697605395902585,0.6067305922697379,0.8829459917054338
5,Perceptron,test,0.8839955960364327,0.44987661597798256,0.6013415736460337,0.8789787231278668
6,Perceptron,train,0.8853064084277957,0.4566596264405771,0.5915520827587449,0.8826723365875236
7,Perceptron,test,0.8845961365228706,0.4465414032451437,0.5898674986544696,0.8791658759683025
8,Perceptron,train,0.8846933413407402,0.4582692979630242,0.620748625188358,0.8829128151004225
9,Perceptron,test,0.8825943349014113,0.4436710106038585,0.6158147743980262,0.8790751590763326
10,Perceptron,train,0.8839426469484273,0.45296359771580497,0.6141863972103958,0.8810091086641487
11,Perceptron,test,0.8826443799419478,0.4533294426437274,0.6140254977268601,0.8809752350048667
12,Perceptron,train,0.8846808297675349,0.45654102638593097,0.6108782082754803,0.8825371715907206
13,Perceptron,test,0.8834451005905315,0.45280618997948113,0.6084816186778129,0.8808836942822114
14,Perceptron,train,0.8843305057177889,0.46023872034803026,0.6197245391492657,0.8829860290383024
15,Perceptron,test,0.8829946952257032,0.44122870413888116,0.6173143850365412,0.8785358365273487
16,Perceptron,train,0.8843305057177889,0.45709124940835477,0.6130883911576455,0.882514123366587
17,Perceptron,test,0.8820938844960464,0.4476803750125654,0.6075329358553251,0.8789087572175031
18,Perceptron,train,0.8851312464029227,0.4576451105759891,0.5984978934938219,0.8822059123328433
19,Perceptron,test,0.8842958662796517,0.4524838749645651,0.5933324349996992,0.8804160450028375
20,FFNN_1,train,0.8999074143582814,0.6103239103660513,0.7426525635100683,0.9304153289391794
21,FFNN_1,test,0.8739365428885998,0.4604215600476503,0.6777914971455938,0.887204660579728
22,FFNN_1,train,0.9011335485323925,0.61735919634189,0.6533968451829647,0.9359026326756394
23,FFNN_1,test,0.8838955059553598,0.4556495281378874,0.6094643292894709,0.8852346664991304
24,FFNN_1,train,0.9015589420213698,0.600146768324365,0.6887735032026463,0.9314047433734893
25,FFNN_1,test,0.8814432989690721,0.47213029807378865,0.6418813861951814,0.8897742362450781
26,FFNN_1,train,0.9049370667867778,0.6234573515493544,0.7050539596544538,0.9361762459962518
27,FFNN_1,test,0.8764888399559604,0.4431964647704353,0.6357975398600926,0.8791329346804708
