,model,run_type,accuracy,average precision,balanced accuracy,AUROC
0,Perceptron,train,0.8286140089418778,0.7549982877442571,0.7344712043306195,0.8502002366308933
1,Perceptron,test,0.8312571646923959,0.7534279401099583,0.7341445863282101,0.8476360240992291
2,Perceptron,train,0.8292063128128702,0.7540598151963077,0.7336281244268301,0.8505641747235946
3,Perceptron,test,0.8300343905235001,0.7572913074096165,0.7342155204792243,0.8486768120623951
4,Perceptron,train,0.8294355917306737,0.7543927397274781,0.7344561631026219,0.8500034021501606
5,Perceptron,test,0.8280473824990447,0.7554146821442529,0.7354280986916281,0.8506868014696778
6,Perceptron,train,0.8293973785777065,0.7560408069782285,0.7331963553706368,0.8503550890589036
7,Perceptron,test,0.8269010317157051,0.7500267308487767,0.7302013839828396,0.8472823681388787
8,Perceptron,train,0.829263632542321,0.7555008876831719,0.7359463501806474,0.8506835721164903
9,Perceptron,test,0.8294994268246083,0.750506543354275,0.7379408319008781,0.8465611100392947
10,Perceptron,train,0.8294929114601246,0.7554187503208347,0.7333044693506141,0.8496163345108212
11,Perceptron,test,0.8281238058846007,0.7526635485237751,0.7347287021697528,0.8519046711116995
12,Perceptron,train,0.8285375826359432,0.7536128211310182,0.7328295203078824,0.849859505107806
13,Perceptron,test,0.8332441727168514,0.7575112780895203,0.7402892118564903,0.8463817088296477
14,Perceptron,train,0.8298368298368298,0.7557159237158956,0.7336476927935156,0.8502653962563446
15,Perceptron,test,0.8256782575468093,0.7488665496319288,0.727931389670909,0.8461752705892135
16,Perceptron,train,0.8295502311895755,0.755342476330873,0.7331770289467114,0.8492032738824394
17,Perceptron,test,0.8288880397401605,0.7513484367197252,0.7309117112935692,0.8502892193949655
18,Perceptron,train,0.8293591654247392,0.7529409794472882,0.7349675014238604,0.8485454387668655
19,Perceptron,test,0.8317157050057318,0.7613241451380971,0.7363021558820952,0.8525583438828492
20,FFNN_1,train,0.8772402460927051,0.8658681956144857,0.8235733213107415,0.9262953875896286
21,FFNN_1,test,0.8235384027512419,0.7447868269605133,0.75169472168153,0.8405848099611323
22,FFNN_1,train,0.8709541824295922,0.8484196248059257,0.820046398459555,0.9170857883991637
23,FFNN_1,test,0.8226213221245701,0.7483625503138976,0.75640887807369,0.8419089286104672
24,FFNN_1,train,0.8752149489854408,0.857034412289843,0.8162102057056246,0.920226439213046
25,FFNN_1,test,0.8257546809323653,0.7552427126705562,0.7522297649497673,0.8468699410671012
26,FFNN_1,train,0.8648018648018648,0.8425327446659445,0.7964616895283395,0.9111131649564561
27,FFNN_1,test,0.8290408865112725,0.7482248510496695,0.7484075551293031,0.8416046931530409
28,FFNN_1,train,0.8724062822423478,0.8514782005101843,0.8151177870236964,0.9148999071474431
29,FFNN_1,test,0.8232327092090179,0.7528073859226705,0.7516497517783118,0.8476628146798696
30,FFNN_1,train,0.8729412663838894,0.8607396654128734,0.8035743264152715,0.9232002718530472
31,FFNN_1,test,0.8199465036301108,0.7375269712812607,0.7374969751868774,0.8374071107651917
32,FFNN_1,train,0.8697504681111239,0.8512721964272448,0.8097627066185508,0.9188979106756573
33,FFNN_1,test,0.827283148643485,0.7548406006337275,0.7543775199889915,0.8425299684827956
34,FFNN_1,train,0.8873667316290267,0.873903591435401,0.8489339843411927,0.9292859405585059
35,FFNN_1,test,0.811463507833397,0.731426796386227,0.7510888747358851,0.833710097619193
36,FFNN_1,train,0.875406014750277,0.8600186284571902,0.812893804771095,0.9237456053974656
37,FFNN_1,test,0.8236912495223538,0.7475093353961212,0.7464501175915129,0.8412370910138073
38,FFNN_1,train,0.8666743092972601,0.8608550317124657,0.7865572434169165,0.9230033975015975
39,FFNN_1,test,0.8258311043179213,0.745483130884757,0.7335553820159935,0.8411146487821565
40,FFNN_2,train,0.9757537544422791,0.9733134791721558,0.9692078099014232,0.9840479127856336
41,FFNN_2,test,0.7951853267099732,0.6640313617352034,0.7218989569475949,0.7990182962849177
42,FFNN_2,train,0.9737857770644656,0.9773731514456708,0.9635985355521883,0.9870279897236126
43,FFNN_2,test,0.7976308750477646,0.6934529595348836,0.7234291804048126,0.8137737304671588
44,FFNN_2,train,0.9761740991249188,0.979616878635926,0.968119957322747,0.9868125609903038
45,FFNN_2,test,0.8014520443255636,0.6918905385665276,0.7291747886487034,0.8160620780664762
46,FFNN_2,train,0.9642898085521037,0.9359477799233594,0.9576555451137571,0.9780471415228589
47,FFNN_2,test,0.8039740160489109,0.6213492306196949,0.7289187559405358,0.8033217072651242
48,FFNN_2,train,0.9741870151706217,0.9764920298372022,0.9680785570200321,0.9860260947862323
49,FFNN_2,test,0.7980894153611005,0.695064268173515,0.7352848821623269,0.8126341304922792
50,FFNN_2,train,0.9656845886354083,0.9436075235331646,0.9613828509394913,0.980526792029927
51,FFNN_2,test,0.7976308750477646,0.6121178310996127,0.7317896392010446,0.80667722749036
52,FFNN_2,train,0.9747602124651304,0.9772989587444771,0.9683718876974925,0.9858164708668612
53,FFNN_2,test,0.7994650363011081,0.6899546421737751,0.7330627136759014,0.8071228093553867
54,FFNN_2,train,0.9745882532767779,0.9769783847298534,0.9660368020672894,0.9859436811079884
55,FFNN_2,test,0.8018341612533435,0.6795365370130153,0.7246745509837798,0.8083743701821534
56,FFNN_2,train,0.9757346478657954,0.9776513303220175,0.9674595886043365,0.9864155746039517
57,FFNN_2,test,0.8031333588077952,0.6979509914422861,0.7338531662784062,0.8135745987487175
58,FFNN_2,train,0.963659291528144,0.9353183529793649,0.9600398366456853,0.9778486533135226
59,FFNN_2,test,0.8006113870844478,0.6137538559675502,0.740964775199484,0.8094539667948729
60,encoder_FFNN,train,0.7203752531621385,0.2796354325894222,0.5,0.5000265230883484
61,encoder_FFNN,test,0.7203668322506687,0.27951080377199206,0.5,0.49969614146632735
62,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.5
63,encoder_FFNN,test,0.7203668322506687,0.2796331677493313,0.5,0.5
64,encoder_FFNN,train,0.7203752531621385,0.2796354325894222,0.5,0.5000265230883484
65,encoder_FFNN,test,0.7203668322506687,0.2795871811132268,0.5,0.49988583559386107
66,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.5
67,encoder_FFNN,test,0.7203668322506687,0.2796331677493313,0.5,0.5
68,encoder_FFNN,train,0.7203752531621385,0.2796354325894222,0.5,0.5000265230883484
69,encoder_FFNN,test,0.7203668322506687,0.2795871811132268,0.5,0.49988583559386107
70,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.5
71,encoder_FFNN,test,0.7203668322506687,0.2796331677493313,0.5,0.5
72,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.5
73,encoder_FFNN,test,0.7203668322506687,0.2796331677493313,0.5,0.5
74,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.4999734769116516
75,encoder_FFNN,test,0.7203668322506687,0.2796114041068745,0.5,0.49992447027860526
76,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.5
77,encoder_FFNN,test,0.7203668322506687,0.2796331677493313,0.5,0.5
78,encoder_FFNN,train,0.7203752531621385,0.2796247468378616,0.5,0.5
79,encoder_FFNN,test,0.7203668322506687,0.2796331677493313,0.5,0.5
