,model,run_type,accuracy,average precision,balanced accuracy,AUROC
0,Perceptron,train,0.8848434802192028,0.45578744369047947,0.6033798596568554,0.8829993168470539
1,Perceptron,test,0.88474627164448,0.4519170091488122,0.6063118396862738,0.8749473136397681
2,Perceptron,train,0.8851437579761279,0.4604005000432767,0.6065956407377051,0.8828632173820964
3,Perceptron,test,0.8835451906716044,0.4400892405985583,0.6021765439548176,0.880581623030982
4,Perceptron,train,0.8846683181943298,0.45657955684274365,0.6117801685818766,0.8827507893688359
5,Perceptron,test,0.8838454609148233,0.45052803219593246,0.6048917227390904,0.8787733982540569
6,Perceptron,train,0.8827665590671371,0.45389781226182235,0.6286093160730876,0.8813865069139716
7,Perceptron,test,0.8808427584826344,0.44664126439552965,0.6248178707358076,0.8783558474320016
8,Perceptron,train,0.8848059454995871,0.45814226747049563,0.6170853831374965,0.8825533031084735
9,Perceptron,test,0.8823441096987289,0.4419704883589623,0.6104014784823664,0.8785153123976704
10,Perceptron,train,0.8852813852813853,0.45590064355149407,0.6006739473896937,0.8817006516712215
11,Perceptron,test,0.8833450105094585,0.4569347575369679,0.598427565116831,0.8818900213735109
12,Perceptron,train,0.8848685033656132,0.45597563559383925,0.6065303235035604,0.8822291456592951
13,Perceptron,test,0.883395055549995,0.4498248185811359,0.6042725483115208,0.8801756416572445
14,Perceptron,train,0.8853064084277957,0.46125792187442116,0.6064606892056723,0.882990131890895
15,Perceptron,test,0.8839455509958963,0.44087162037267735,0.6025855460410673,0.8784186137785515
16,Perceptron,train,0.8843805520106098,0.45671930034853325,0.6142076690493793,0.8824277731351595
17,Perceptron,test,0.8827444700230207,0.44925553428762677,0.6119010891208811,0.8785946628140999
18,Perceptron,train,0.8840802742536846,0.4513525441548032,0.6043557399769095,0.8807086137101037
19,Perceptron,test,0.8832449204283855,0.44842264274112636,0.6023696546432518,0.879101187350154
20,FFNN_1,train,0.9069389184996122,0.6496711323089277,0.703144774040286,0.9410047974520271
21,FFNN_1,test,0.8804423981583425,0.4471735569516214,0.6314978242392814,0.8770988012021814
22,FFNN_1,train,0.8940645096714461,0.5900025678661369,0.7542449738540586,0.9282974800194288
23,FFNN_1,test,0.8684816334701231,0.4555070819098114,0.6892368813380787,0.8879114356701541
24,FFNN_1,train,0.9030353076595851,0.6122641648365671,0.6921568003886814,0.9313995470737348
25,FFNN_1,test,0.8833450105094585,0.47047866621378814,0.6396889220108622,0.8864078849718406
26,FFNN_1,train,0.8984685834396817,0.5848732234199703,0.6540206131255146,0.9285009037351988
27,FFNN_1,test,0.8835952357121409,0.4633574727400075,0.6167463955676286,0.8812428008839202
28,FFNN_1,train,0.8993694167104572,0.5881681896078198,0.6762130032563319,0.9263137175769256
29,FFNN_1,test,0.8815934340906816,0.46068755673470585,0.6314240496044454,0.8852243387666281
30,FFNN_1,train,0.9023721942797087,0.6093695798265032,0.6888259946374544,0.9323004057227856
31,FFNN_1,test,0.8798919027124412,0.46419186795820644,0.6300947689449836,0.8880667934219724
32,FFNN_1,train,0.9068263143407652,0.6391694629549911,0.7446249690296951,0.9407632493761365
33,FFNN_1,test,0.8769392453207887,0.45986828547525044,0.6669537537510861,0.8857682102937429
34,FFNN_1,train,0.9014838725821385,0.623169567251062,0.6526411604907437,0.9357808965534676
35,FFNN_1,test,0.8791912721449304,0.44241459622197427,0.5900716653894903,0.8817942421016784
36,FFNN_1,train,0.9062007356805045,0.6300941725077079,0.7296340278774361,0.9377283908836942
37,FFNN_1,test,0.8739365428885998,0.44843048384050527,0.6461638491299047,0.8838203402458936
38,FFNN_1,train,0.9045241848710057,0.6373878531886727,0.6811385759429014,0.9370576711410356
39,FFNN_1,test,0.8797417675908318,0.4394940217658876,0.6129233555450025,0.8770293009352484
40,FFNN_2,train,0.9551209869128944,0.8872840885783161,0.8956219626575539,0.9784023682480212
